Wavelength (nm),Air_n,Air_k,Spiro_n,Spiro_k,TiO2_n,TiO2_k,SodaLime_n,SodaLime_k,Perov_n,Perov_k,PerovPtPt_n,PerovPtPt_k,Au_n,Au_k,SnO2_n,SnO2_k,SiO2_n,SiO2_k,FTO_n,FTO_k,FTema_n,FTema_k,FAema_n,FAema_k,TPema_n,TPema_k,SpiroTFSI4Ox_n,SpiroTFSI4Ox_k,SpOxema_n,SpOxema_k
861,1,0,1.67849,0.00699,2.05091,0,1.5026,3.33E-06,2.44084,0.14194,2.34129,0.1738,0.16563,5.4094,1.83831,3.35E-04,1.4736,0,1.70934,0.0174,1.80064,0.01154,1.45182,0.01099,2.18494,0.04764,1.67734,9.52E-04,1.68E+00,6.39E-03
862,1,0,1.67823,0.00712,2.05076,0,1.5025,3.35E-06,2.44011,0.14161,2.47072,0.14481,0.16577,5.41758,1.83828,3.37E-04,1.4736,0,1.7087,0.01746,1.80001,0.01158,1.45135,0.01103,2.18459,0.04753,1.67731,0.00125,1.68E+00,6.53E-03
863,1,0,1.67825,0.00732,2.05062,0,1.5025,3.36E-06,2.43949,0.14128,2.39488,0.16097,0.16591,5.42576,1.83816,3.37E-04,1.4736,0,1.70799,0.01752,1.79939,0.01162,1.45093,0.01107,2.18429,0.04742,1.67722,0.00158,1.68E+00,6.75E-03
864,1,0,1.67817,0.0073,2.05047,0,1.5025,3.37E-06,2.43886,0.14095,2.4111,0.15559,0.16605,5.43394,1.83803,3.38E-04,1.4736,0,1.7073,0.01759,1.79876,0.01166,1.4505,0.01111,2.18398,0.04732,1.6771,0.0016,1.68E+00,6.73E-03
865,1,0,1.678,0.00709,2.05033,0,1.5025,3.39E-06,2.43824,0.14062,2.46963,0.14078,0.16619,5.44213,1.838,3.39E-04,1.47351,0,1.70664,0.01765,1.79814,0.01171,1.45003,0.01115,2.18367,0.04721,1.677,0.00138,1.68E+00,6.52E-03
866,1,0,1.67826,0.00695,2.05018,0,1.50248,3.40E-06,2.43762,0.1403,2.45998,0.14109,0.16633,5.45031,1.83788,3.41E-04,1.4735,0,1.70592,0.01771,1.79752,0.01175,1.44965,0.01119,2.18336,0.0471,1.67684,0.00152,1.68E+00,6.41E-03
867,1,0,1.67809,0.00722,2.05004,0,1.5024,3.41E-06,2.43699,0.13997,2.44599,0.14902,0.16647,5.45849,1.83776,3.43E-04,1.4735,0,1.70529,0.01777,1.79689,0.01179,1.44924,0.01123,2.18306,0.04699,1.67671,0.00136,1.68E+00,6.63E-03
868,1,0,1.67736,0.00703,2.04989,0,1.5024,3.42E-06,2.43637,0.13965,2.4145,0.14874,0.16661,5.46667,1.8377,3.43E-04,1.4735,0,1.7046,0.01784,1.79627,0.01183,1.4488,0.01127,2.18275,0.04689,1.67661,0.0012,1.68E+00,6.45E-03
869,1,0,1.67699,0.00701,2.04975,0,1.5024,3.43E-06,2.43574,0.13933,2.40836,0.15824,0.16676,5.47485,1.83761,3.44E-04,1.4735,0,1.70394,0.0179,1.79564,0.01187,1.44833,0.01131,2.18244,0.04678,1.67645,0.00135,1.68E+00,6.44E-03
870,1,0,1.67728,0.00672,2.0496,0,1.5024,3.44E-06,2.43513,0.13901,2.38749,0.16546,0.1669,5.48303,1.83748,3.45E-04,1.4734,0,1.7033,0.01796,1.7951,0.01192,1.44795,0.01135,2.18214,0.04668,1.6763,0.00155,1.68E+00,6.20E-03
871,1,0,1.67656,0.00683,2.04946,0,1.5024,3.45E-06,2.43459,0.13869,2.44909,0.15107,0.16704,5.49121,1.8374,3.47E-04,1.4734,0,1.70255,0.01803,1.79439,0.01196,1.44754,0.01139,2.18186,0.04657,1.67619,0.00116,1.68E+00,6.26E-03
872,1,0,1.67585,0.0067,2.04932,0,1.5024,3.47E-06,2.43397,0.13837,2.4441,0.14769,0.16718,5.49939,1.83733,3.49E-04,1.4734,0,1.70187,0.01809,1.79377,0.012,1.4471,0.01143,2.18156,0.04647,1.67604,9.51E-04,1.68E+00,6.13E-03
873,1,0,1.67545,0.00651,2.04917,0,1.50231,3.48E-06,2.43334,0.13806,2.43008,0.15029,0.16732,5.50757,1.83721,3.51E-04,1.4734,0,1.70124,0.01816,1.79324,0.01205,1.44664,0.01147,2.18124,0.04637,1.6758,0.00117,1.68E+00,5.98E-03
874,1,0,1.6756,0.00608,2.04903,0,1.5023,3.49E-06,2.43282,0.13775,2.40644,0.15255,0.16746,5.51575,1.8371,3.51E-04,1.4733,0,1.7005,0.01822,1.79262,0.01209,1.44623,0.01151,2.18098,0.04626,1.6756,0.00121,1.68E+00,5.59E-03
875,1,0,1.67564,0.00546,2.04889,0,1.5023,3.50E-06,2.43219,0.13744,2.43233,0.15056,0.1676,5.52393,1.83706,3.52E-04,1.4733,0,1.69979,0.01829,1.79199,0.01213,1.44578,0.01155,2.18067,0.04616,1.67546,0.00115,1.68E+00,5.03E-03
876,1,0,1.67544,0.00513,2.04875,0,1.5023,3.52E-06,2.43164,0.13712,2.39954,0.15612,0.16774,5.53211,1.83693,3.53E-04,1.4733,0,1.69917,0.01835,1.79137,0.01217,1.44534,0.01159,2.18039,0.04606,1.67534,0.00125,1.68E+00,4.74E-03
877,1,0,1.67539,0.00497,2.04861,0,1.5023,3.52E-06,2.43104,0.13681,2.45257,0.14513,0.16788,5.54029,1.8369,3.55E-04,1.4733,0,1.69845,0.01842,1.79074,0.01222,1.44493,0.01164,2.18009,0.04595,1.67514,0.00128,1.68E+00,4.60E-03
878,1,0,1.67566,0.0048,2.04847,0,1.5022,3.53E-06,2.43052,0.1365,2.44701,0.14879,0.16803,5.54847,1.83678,3.57E-04,1.47328,0,1.6978,0.01848,1.79012,0.01226,1.44453,0.01168,2.17982,0.04585,1.67493,0.00104,1.68E+00,4.42E-03
879,1,0,1.67547,0.00433,2.04833,0,1.5022,3.54E-06,2.42989,0.1362,2.36295,0.16674,0.16817,5.55665,1.83666,3.57E-04,1.4732,0,1.69709,0.01855,1.78949,0.01231,1.44404,0.01172,2.17952,0.04575,1.67474,9.36E-04,1.68E+00,3.99E-03
880,1,0,1.67531,0.00373,2.04819,0,1.5022,3.56E-06,2.42933,0.13589,2.36807,0.15936,0.16831,5.56483,1.8366,3.58E-04,1.4732,0,1.6964,0.01861,1.78887,0.01235,1.4436,0.01176,2.17924,0.04565,1.67463,9.46E-04,1.68E+00,3.45E-03
881,1,0,1.67522,0.00315,2.04805,0,1.5022,3.57E-06,2.42883,0.13559,2.38928,0.15393,0.16845,5.57301,1.83651,3.59E-04,1.4732,0,1.69574,0.01868,1.78824,0.01239,1.44323,0.0118,2.17897,0.04555,1.67452,9.51E-04,1.68E+00,2.93E-03
882,1,0,1.67498,0.00283,2.04791,0,1.5022,3.58E-06,2.42823,0.13528,2.39627,0.15231,0.16859,5.58119,1.83638,3.61E-04,1.4732,0,1.69502,0.01875,1.78762,0.01244,1.44275,0.01184,2.17868,0.04545,1.6744,6.93E-04,1.67E+00,2.62E-03
883,1,0,1.67472,0.00242,2.04777,0,1.50216,3.59E-06,2.42769,0.13498,2.39353,0.15289,0.16873,5.58938,1.8363,3.62E-04,1.47316,0,1.69435,0.01881,1.78699,0.01248,1.44233,0.01189,2.1784,0.04535,1.67426,6.80E-04,1.67E+00,2.25E-03
884,1,0,1.67449,0.00213,2.04763,0,1.5021,3.60E-06,2.42713,0.13468,2.39798,0.15267,0.16887,5.59756,1.83623,3.62E-04,1.4731,0,1.69367,0.01888,1.78637,0.01253,1.4419,0.01193,2.17812,0.04525,1.67406,5.85E-04,1.67E+00,1.98E-03
885,1,0,1.67446,0.00197,2.04749,0,1.5021,3.61E-06,2.42664,0.13438,2.40671,0.15192,0.16901,5.60574,1.83611,3.64E-04,1.4731,0,1.69295,0.01894,1.78574,0.01257,1.44144,0.01197,2.17786,0.04515,1.67396,5.74E-04,1.67E+00,1.83E-03
886,1,0,1.67452,0.00191,2.04736,0,1.5021,3.62E-06,2.42612,0.13409,2.40927,0.15118,0.16915,5.61392,1.83608,3.65E-04,1.4731,0,1.6923,0.01901,1.78512,0.01262,1.44104,0.01201,2.1776,0.04506,1.67394,4.30E-04,1.67E+00,1.76E-03
887,1,0,1.67461,0.00191,2.04722,0,1.5021,3.64E-06,2.42554,0.13379,2.41771,0.15064,0.16929,5.6221,1.83596,3.67E-04,1.4731,0,1.69159,0.01908,1.78449,0.01266,1.44058,0.01205,2.17731,0.04496,1.67386,4.09E-04,1.67E+00,1.76E-03
888,1,0,1.67473,0.00195,2.04708,0,1.5021,3.65E-06,2.42503,0.1335,2.42093,0.15031,0.16944,5.63028,1.83583,3.69E-04,1.47303,0,1.6909,0.01915,1.78387,0.01271,1.44013,0.0121,2.17704,0.04486,1.67378,3.77E-04,1.67E+00,1.79E-03
889,1,0,1.67487,0.00205,2.04695,0,1.5021,3.66E-06,2.42454,0.1332,2.44351,0.14872,0.16958,5.63846,1.8358,3.70E-04,1.473,0,1.69024,0.01922,1.78334,0.01275,1.43973,0.01214,2.17679,0.04476,1.67372,4.05E-04,1.67E+00,1.89E-03
890,1,0,1.67503,0.0022,2.04681,0,1.502,3.67E-06,2.42401,0.13291,2.44589,0.14826,0.16972,5.64664,1.83568,3.71E-04,1.473,0,1.6895,0.01929,1.78261,0.0128,1.43923,0.01218,2.17652,0.04467,1.67386,4.05E-04,1.67E+00,2.02E-03
891,1,0,1.67521,0.00241,2.04668,0,1.502,3.68E-06,2.42343,0.13262,2.43588,0.14695,0.16986,5.65482,1.8356,3.72E-04,1.473,0,1.68879,0.01935,1.78203,0.01284,1.43877,0.01223,2.17623,0.04457,1.67406,5.57E-04,1.68E+00,2.22E-03
892,1,0,1.6754,0.00267,2.04654,0,1.502,3.69E-06,2.42293,0.13232,2.43769,0.14665,0.17,5.663,1.83553,3.73E-04,1.47293,0,1.68809,0.01942,1.78146,0.01289,1.4384,0.01227,2.17597,0.04447,1.67407,5.97E-04,1.68E+00,2.46E-03
893,1,0,1.6756,0.00298,2.04641,0,1.502,3.70E-06,2.42243,0.13204,2.4396,0.14502,0.17054,5.67047,1.83541,3.75E-04,1.4729,0,1.68744,0.01949,1.78084,0.01293,1.43793,0.01231,2.17571,0.04438,1.67375,6.36E-04,1.68E+00,2.75E-03
894,1,0,1.67582,0.00336,2.04627,0,1.502,3.71E-06,2.42193,0.13175,2.43095,0.15052,0.17109,5.67793,1.8353,3.76E-04,1.4729,0,1.68669,0.01956,1.78021,0.01298,1.43745,0.01236,2.17545,0.04428,1.67327,5.77E-04,1.68E+00,3.08E-03
895,1,0,1.67604,0.00379,2.04614,0,1.502,3.72E-06,2.42143,0.13147,2.42796,0.14817,0.17163,5.6854,1.83526,3.76E-04,1.4729,0,1.68598,0.01963,1.77954,0.01303,1.43703,0.0124,2.1752,0.04419,1.67284,5.61E-04,1.68E+00,3.47E-03
896,1,0,1.67627,0.00428,2.04601,0,1.50193,3.73E-06,2.42093,0.13118,2.42892,0.1477,0.17217,5.69287,1.83513,3.78E-04,1.4729,0,1.68529,0.0197,1.77886,0.01308,1.43659,0.01245,2.17494,0.0441,1.67237,5.37E-04,1.68E+00,3.91E-03
897,1,0,1.6765,0.00482,2.04587,0,1.5019,3.74E-06,2.42042,0.13089,2.43246,0.14803,0.17272,5.70034,1.8351,3.79E-04,1.4729,0,1.68463,0.01977,1.77823,0.01312,1.43612,0.01249,2.17467,0.044,1.67246,6.06E-04,1.68E+00,4.40E-03
898,1,0,1.67673,0.00542,2.04574,0,1.5019,3.76E-06,2.41993,0.13062,2.42563,0.15121,0.17326,5.7078,1.83498,3.81E-04,1.47288,0,1.68389,0.01984,1.77761,0.01317,1.43572,0.01253,2.17442,0.04391,1.67331,3.38E-04,1.68E+00,4.91E-03
899,1,0,1.67695,0.00608,2.04561,0,1.5019,3.77E-06,2.41942,0.13033,2.42884,0.15043,0.1738,5.71527,1.8349,3.83E-04,1.4728,0,1.68318,0.01991,1.77698,0.01322,1.43527,0.01258,2.17416,0.04382,1.67286,2.99E-04,1.68E+00,5.50E-03
