Wavelength (nm),Air_n,Air_k,Spiro_n,Spiro_k,TiO2_n,TiO2_k,SodaLime_n,SodaLime_k,Perov_n,Perov_k,PerovPtPt_n,PerovPtPt_k,Au_n,Au_k,SnO2_n,SnO2_k,SiO2_n,SiO2_k,FTO_n,FTO_k,FTema_n,FTema_k,FAema_n,FAema_k,TPema_n,TPema_k,SpiroTFSI4Ox_n,SpiroTFSI4Ox_k,SpOxema_n,SpOxema_k
582,1,0,1.72319,0.00316,2.11569,0,1.51079,4.00E-07,2.5182,0.52849,2.5331,0.53105,0.29042,2.86178,1.87709,0.00504,1.4814,0,1.87648,0.00639,1.94438,0.00421,1.55739,0.00404,2.25858,0.17724,1.73232,0.00893,1.72E+00,3.74E-03
583,1,0,1.72277,0.00318,2.11535,0,1.51067,4.04E-07,2.51817,0.52572,2.53178,0.52935,0.28793,2.87361,1.87684,0.00499,1.48137,0,1.87596,0.00641,1.94389,0.00422,1.55712,0.00405,2.25829,0.17631,1.73189,0.00892,1.72E+00,3.75E-03
584,1,0,1.72244,0.0032,2.11501,0,1.5106,4.08E-07,2.5181,0.52298,2.5341,0.52572,0.28562,2.88539,1.87665,0.00494,1.4813,0,1.87535,0.00642,1.94345,0.00423,1.55675,0.00406,2.25799,0.17538,1.73146,0.00894,1.72E+00,3.77E-03
585,1,0,1.72208,0.00321,2.11467,0,1.51053,4.13E-07,2.51803,0.52026,2.53318,0.52402,0.28331,2.89718,1.87646,0.00489,1.48123,0,1.87474,0.00644,1.94301,0.00425,1.55638,0.00408,2.25769,0.17447,1.73105,0.00893,1.72E+00,3.78E-03
586,1,0,1.72173,0.00321,2.11433,0,1.5105,4.17E-07,2.51791,0.51757,2.53154,0.52248,0.28101,2.90897,1.87621,0.00483,1.4812,0,1.87422,0.00646,1.94262,0.00426,1.55602,0.00409,2.25738,0.17356,1.73063,0.00895,1.72E+00,3.78E-03
587,1,0,1.72135,0.00319,2.11399,0,1.5105,4.21E-07,2.51778,0.51492,2.53407,0.51837,0.2787,2.92076,1.87598,0.00478,1.48118,0,1.87362,0.00649,1.94214,0.00427,1.55565,0.0041,2.25706,0.17267,1.73022,0.00893,1.72E+00,3.76E-03
588,1,0,1.72101,0.00314,2.11365,0,1.51046,4.25E-07,2.51766,0.51229,2.52875,0.51741,0.2764,2.93254,1.87582,0.00473,1.4811,0,1.87305,0.00651,1.94169,0.00429,1.55529,0.00411,2.25674,0.17178,1.72984,0.00896,1.72E+00,3.72E-03
589,1,0,1.72068,0.00311,2.11331,0,1.5104,4.30E-07,2.51748,0.50968,2.53221,0.51557,0.27409,2.94433,1.87564,0.00468,1.4811,0,1.8725,0.00653,1.94126,0.0043,1.55492,0.00413,2.25641,0.17091,1.72943,0.009,1.72E+00,3.70E-03
590,1,0,1.72036,0.00309,2.11298,0,1.51032,4.35E-07,2.51732,0.50709,2.53107,0.51322,0.27179,2.95612,1.87543,0.00463,1.4811,0,1.87197,0.00655,1.94085,0.00432,1.55455,0.00414,2.25609,0.17003,1.72905,0.00903,1.72E+00,3.68E-03
591,1,0,1.72002,0.00305,2.11264,0,1.5103,4.39E-07,2.5171,0.50454,2.53159,0.51076,0.26948,2.9679,1.8752,0.00458,1.481,0,1.87138,0.00657,1.94039,0.00433,1.55419,0.00415,2.25575,0.16918,1.72869,0.00904,1.72E+00,3.65E-03
592,1,0,1.71968,0.00307,2.11231,0,1.5103,4.44E-07,2.51695,0.50202,2.53511,0.50373,0.26718,2.97969,1.87505,0.00453,1.481,0,1.87077,0.00659,1.93999,0.00434,1.55382,0.00417,2.25543,0.16833,1.72832,0.00909,1.72E+00,3.67E-03
593,1,0,1.71935,0.00307,2.11198,0,1.51025,4.48E-07,2.5167,0.49953,2.53455,0.50437,0.26487,2.99148,1.8748,0.00448,1.48095,0,1.8702,0.00661,1.93955,0.00436,1.55345,0.00418,2.25508,0.16749,1.72797,0.00912,1.72E+00,3.67E-03
594,1,0,1.71903,0.00306,2.11165,0,1.5102,4.53E-07,2.51646,0.49707,2.53577,0.50039,0.26256,3.00326,1.87463,0.00443,1.4809,0,1.86965,0.00663,1.93912,0.00437,1.55309,0.00419,2.25474,0.16667,1.72759,0.00914,1.72E+00,3.67E-03
595,1,0,1.71872,0.00306,2.11132,0,1.51011,4.58E-07,2.51621,0.49463,2.53547,0.49988,0.26026,3.01505,1.87441,0.00438,1.4809,0,1.86913,0.00665,1.93863,0.00438,1.55272,0.00421,2.2544,0.16585,1.72725,0.00918,1.72E+00,3.67E-03
596,1,0,1.71837,0.00308,2.11099,0,1.51009,4.63E-07,2.51597,0.49222,2.53491,0.49649,0.25795,3.02684,1.87427,0.00433,1.48089,0,1.86853,0.00667,1.93826,0.0044,1.55236,0.00422,2.25405,0.16504,1.7269,0.00926,1.72E+00,3.70E-03
597,1,0,1.71804,0.00304,2.11065,0,1.51,4.68E-07,2.51569,0.48982,2.53678,0.49298,0.25565,3.03862,1.87402,0.00428,1.4808,0,1.86795,0.00669,1.93785,0.00441,1.55202,0.00423,2.25369,0.16423,1.72652,0.0093,1.72E+00,3.67E-03
598,1,0,1.71772,0.00302,2.11033,0,1.51,4.73E-07,2.51538,0.48746,2.53868,0.48995,0.25334,3.05041,1.87384,0.00423,1.4808,0,1.8674,0.00672,1.93736,0.00443,1.55172,0.00425,2.25334,0.16344,1.72619,0.00934,1.72E+00,3.65E-03
599,1,0,1.71745,0.00302,2.11,0,1.51,4.78E-07,2.51514,0.48513,2.53675,0.48974,0.25104,3.0622,1.87364,0.00418,1.48072,0,1.86679,0.00674,1.93695,0.00444,1.55135,0.00426,2.253,0.16266,1.72584,0.00942,1.72E+00,3.66E-03
600,1,0,1.71711,0.00304,2.10967,0,1.5099,4.83E-07,2.51479,0.48282,2.53836,0.48549,0.24873,3.07398,1.87349,0.00414,1.4807,0,1.86628,0.00676,1.93659,0.00446,1.55099,0.00427,2.25262,0.16188,1.72548,0.00948,1.72E+00,3.68E-03
601,1,0,1.71679,0.00307,2.10935,0,1.50987,4.88E-07,2.51452,0.48055,2.54082,0.48225,0.24643,3.08577,1.87327,0.00409,1.48067,0,1.86567,0.00678,1.93612,0.00447,1.55062,0.00429,2.25228,0.16112,1.72515,0.00951,1.72E+00,3.71E-03
602,1,0,1.71644,0.00309,2.10902,0,1.5098,4.93E-07,2.51416,0.47828,2.53907,0.48078,0.24412,3.09756,1.8731,0.00404,1.4806,0,1.86511,0.0068,1.93571,0.00449,1.55026,0.0043,2.2519,0.16036,1.72481,0.00957,1.72E+00,3.74E-03
603,1,0,1.71611,0.00312,2.1087,0,1.5098,4.98E-07,2.51379,0.47604,2.53911,0.47737,0.24182,3.10934,1.87286,0.004,1.4806,0,1.86455,0.00683,1.93529,0.0045,1.54989,0.00432,2.25152,0.15961,1.72451,0.00963,1.72E+00,3.77E-03
604,1,0,1.71577,0.00309,2.10838,0,1.5098,5.04E-07,2.51351,0.47384,2.53906,0.47486,0.23951,3.12113,1.87271,0.00395,1.48051,0,1.86403,0.00685,1.93483,0.00452,1.54952,0.00433,2.25118,0.15887,1.72419,0.00968,1.72E+00,3.75E-03
605,1,0,1.71553,0.00309,2.10806,0,1.5097,5.09E-07,2.51316,0.47167,2.54108,0.47138,0.2372,3.13292,1.87249,0.00391,1.4805,0,1.86344,0.00687,1.93444,0.00453,1.54916,0.00434,2.25081,0.15815,1.72388,0.00976,1.72E+00,3.76E-03
606,1,0,1.71516,0.00312,2.10773,0,1.50966,5.14E-07,2.51279,0.46953,2.53946,0.46999,0.2349,3.1447,1.87233,0.00386,1.4805,0,1.86292,0.00689,1.93399,0.00455,1.54879,0.00436,2.25044,0.15743,1.72359,0.00982,1.72E+00,3.79E-03
607,1,0,1.71483,0.0031,2.10741,0,1.5096,5.20E-07,2.51242,0.46739,2.54073,0.46677,0.23259,3.15649,1.87214,0.00382,1.48044,0,1.8623,0.00692,1.93362,0.00456,1.54842,0.00437,2.25006,0.15671,1.72329,0.0099,1.72E+00,3.78E-03
608,1,0,1.71448,0.00307,2.10709,0,1.5096,5.25E-07,2.51205,0.46528,2.54473,0.46495,0.23029,3.16828,1.87194,0.00377,1.4804,0,1.86177,0.00694,1.93317,0.00458,1.54814,0.00439,2.24969,0.156,1.72298,0.00993,1.72E+00,3.75E-03
609,1,0,1.71417,0.00307,2.10678,0,1.5095,5.31E-07,2.51159,0.46321,2.54717,0.45909,0.22798,3.18006,1.87179,0.00373,1.4804,0,1.86118,0.00696,1.93279,0.00459,1.54779,0.0044,2.2493,0.15531,1.72269,0.01001,1.72E+00,3.76E-03
610,1,0,1.71386,0.00306,2.10646,0,1.50947,5.37E-07,2.51122,0.46116,2.54187,0.45793,0.22568,3.19185,1.87157,0.00369,1.4803,0,1.8606,0.00699,1.93232,0.00461,1.54742,0.00442,2.24893,0.15463,1.72236,0.01008,1.71E+00,3.76E-03
611,1,0,1.71356,0.00299,2.10614,0,1.5094,5.42E-07,2.51086,0.45914,2.54737,0.45522,0.22337,3.20364,1.8714,0.00364,1.4803,0,1.86006,0.00701,1.93191,0.00462,1.54706,0.00443,2.24856,0.15395,1.72206,0.01016,1.71E+00,3.71E-03
612,1,0,1.71324,0.00284,2.10583,0,1.5094,5.48E-07,2.51042,0.45712,2.54807,0.4528,0.22107,3.21542,1.87123,0.0036,1.4803,0,1.85952,0.00703,1.93149,0.00464,1.54669,0.00445,2.24818,0.15327,1.72171,0.01023,1.71E+00,3.58E-03
613,1,0,1.71302,0.00279,2.10551,0,1.5094,5.54E-07,2.51002,0.45515,2.54597,0.45132,0.21876,3.22721,1.87101,0.00356,1.48021,0,1.85894,0.00706,1.93112,0.00466,1.54632,0.00446,2.2478,0.15262,1.72138,0.01034,1.71E+00,3.54E-03
614,1,0,1.71278,0.00276,2.1052,0,1.5093,5.60E-07,2.50964,0.4532,2.54801,0.44582,0.21646,3.239,1.87087,0.00351,1.4802,0,1.85834,0.00708,1.93066,0.00467,1.54596,0.00448,2.24743,0.15196,1.72105,0.01037,1.71E+00,3.52E-03
615,1,0,1.71257,0.00274,2.10489,0,1.50926,5.66E-07,2.50919,0.45126,2.54947,0.44476,0.21415,3.25078,1.87066,0.00347,1.48016,0,1.85781,0.0071,1.93025,0.00469,1.54559,0.00449,2.24704,0.15131,1.72072,0.01046,1.71E+00,3.51E-03
616,1,0,1.71228,0.0027,2.10457,0,1.5092,5.72E-07,2.50876,0.44935,2.55204,0.44279,0.21184,3.26257,1.87048,0.00343,1.4801,0,1.8572,0.00713,1.92982,0.0047,1.54522,0.00451,2.24666,0.15067,1.72039,0.01054,1.71E+00,3.48E-03
617,1,0,1.71204,0.00265,2.10426,0,1.5092,5.78E-07,2.50835,0.44747,2.55195,0.44176,0.20967,3.27399,1.87024,0.00339,1.4801,0,1.85667,0.00715,1.92937,0.00472,1.54485,0.00452,2.24628,0.15005,1.72007,0.01063,1.71E+00,3.45E-03
618,1,0,1.7118,0.00259,2.10396,0,1.5092,5.84E-07,2.50789,0.44561,2.55779,0.43557,0.20803,3.28394,1.87009,0.00335,1.4801,0,1.85609,0.00718,1.92899,0.00473,1.54449,0.00454,2.2459,0.14942,1.71973,0.01067,1.71E+00,3.40E-03
619,1,0,1.71151,0.00249,2.10364,0,1.5091,5.90E-07,2.50749,0.44376,2.55205,0.43445,0.20639,3.2939,1.86987,0.00331,1.48,0,1.85557,0.0072,1.92852,0.00475,1.54422,0.00455,2.24552,0.14881,1.71943,0.01075,1.71E+00,3.31E-03
620,1,0,1.71123,0.00244,2.10334,0,1.50905,5.96E-07,2.50705,0.44195,2.55173,0.43373,0.20475,3.30385,1.86975,0.00327,1.48,0,1.85496,0.00723,1.9281,0.00477,1.54385,0.00457,2.24515,0.1482,1.71909,0.01078,1.71E+00,3.27E-03
621,1,0,1.71098,0.00242,2.10303,0,1.509,6.03E-07,2.50662,0.44017,2.55919,0.42881,0.20311,3.3138,1.86956,0.00323,1.47993,0,1.85435,0.00725,1.92769,0.00478,1.54349,0.00459,2.24477,0.1476,1.7188,0.01084,1.71E+00,3.26E-03
622,1,0,1.71074,0.00234,2.10273,0,1.509,6.09E-07,2.50622,0.4384,2.55199,0.43046,0.20148,3.32376,1.86941,0.00319,1.4799,0,1.85383,0.00728,1.92732,0.0048,1.54312,0.0046,2.24441,0.14701,1.71851,0.01089,1.71E+00,3.19E-03
623,1,0,1.71042,0.00215,2.10242,0,1.50898,6.15E-07,2.50574,0.43664,2.55742,0.4247,0.19984,3.33371,1.86918,0.00315,1.4799,0,1.85324,0.0073,1.92685,0.00482,1.54275,0.00462,2.24402,0.14642,1.71823,0.01095,1.71E+00,3.03E-03
624,1,0,1.71015,0.00209,2.10211,0,1.5089,6.22E-07,2.50529,0.43492,2.55679,0.42359,0.1982,3.34366,1.86902,0.00311,1.47986,0,1.85271,0.00733,1.92645,0.00483,1.54239,0.00463,2.24363,0.14585,1.71794,0.01096,1.71E+00,2.98E-03
625,1,0,1.70989,0.00207,2.10181,0,1.50884,6.28E-07,2.50486,0.43322,2.55888,0.41987,0.19656,3.35362,1.86884,0.00307,1.4798,0,1.85216,0.00735,1.92602,0.00485,1.54202,0.00465,2.24326,0.14528,1.71768,0.01099,1.71E+00,2.96E-03
626,1,0,1.70963,0.00206,2.10151,0,1.5088,6.35E-07,2.50437,0.43153,2.55568,0.41698,0.19492,3.36357,1.86863,0.00303,1.4798,0,1.85159,0.00738,1.92557,0.00487,1.54165,0.00466,2.24287,0.14472,1.7174,0.01103,1.71E+00,2.96E-03
627,1,0,1.70939,0.00205,2.10121,0,1.5088,6.41E-07,2.50398,0.42986,2.56621,0.41163,0.19328,3.37352,1.86849,0.003,1.4798,0,1.85098,0.0074,1.92519,0.00488,1.54129,0.00468,2.24252,0.14416,1.71715,0.01106,1.71E+00,2.95E-03
628,1,0,1.7091,0.00198,2.10091,0,1.50877,6.48E-07,2.50349,0.42823,2.56166,0.4153,0.19164,3.38348,1.86827,0.00296,1.4797,0,1.85046,0.00743,1.92479,0.0049,1.54095,0.0047,2.24213,0.14361,1.71686,0.01108,1.71E+00,2.89E-03
629,1,0,1.70891,0.00196,2.1006,0,1.5087,6.55E-07,2.50305,0.42661,2.56115,0.4108,0.19,3.39343,1.86815,0.00292,1.4797,0,1.84985,0.00745,1.92435,0.00492,1.54065,0.00471,2.24175,0.14307,1.71659,0.01112,1.71E+00,2.87E-03
630,1,0,1.70865,0.00201,2.10031,0,1.5087,6.62E-07,2.50261,0.42501,2.56441,0.40785,0.18836,3.40338,1.86796,0.00288,1.47963,0,1.84931,0.00748,1.92391,0.00494,1.54028,0.00473,2.24139,0.14254,1.71628,0.01113,1.71E+00,2.92E-03
631,1,0,1.70834,0.00204,2.10001,0,1.50861,6.69E-07,2.50212,0.42344,2.56885,0.40546,0.18672,3.41333,1.86781,0.00285,1.4796,0,1.84873,0.00751,1.92352,0.00495,1.53992,0.00475,2.241,0.14201,1.71599,0.01109,1.71E+00,2.94E-03
632,1,0,1.70799,0.00207,2.09971,0,1.50858,6.75E-07,2.50173,0.42187,2.56301,0.40591,0.18508,3.42329,1.86758,0.00281,1.4796,0,1.84821,0.00753,1.92305,0.00497,1.53955,0.00476,2.24065,0.14149,1.71569,0.01114,1.71E+00,2.98E-03
633,1,0,1.70771,0.00205,2.09941,0,1.5085,6.83E-07,2.50124,0.42035,2.56802,0.40374,0.18344,3.43324,1.86746,0.00277,1.47956,0,1.8476,0.00756,1.92264,0.00499,1.53918,0.00478,2.24026,0.14098,1.7154,0.01115,1.71E+00,2.96E-03
634,1,0,1.70742,0.00211,2.09912,0,1.5085,6.90E-07,2.50081,0.41883,2.57036,0.40109,0.1818,3.44319,1.86728,0.00274,1.4795,0,1.84705,0.00759,1.92221,0.00501,1.53881,0.0048,2.2399,0.14047,1.71509,0.01116,1.71E+00,3.01E-03
635,1,0,1.70716,0.00221,2.09882,0,1.5085,6.97E-07,2.50036,0.41733,2.5669,0.40007,0.18016,3.45315,1.86712,0.0027,1.4795,0,1.84648,0.00761,1.92185,0.00502,1.53845,0.00481,2.23953,0.13997,1.7148,0.01113,1.71E+00,3.10E-03
636,1,0,1.70699,0.00221,2.09853,0,1.5084,7.04E-07,2.49998,0.41587,2.56515,0.39822,0.17852,3.4631,1.86689,0.00267,1.47949,0,1.84597,0.00764,1.92138,0.00504,1.53808,0.00483,2.23919,0.13948,1.7145,0.01119,1.71E+00,3.11E-03
637,1,0,1.70668,0.00232,2.09824,0,1.5084,7.11E-07,2.49948,0.4144,2.56943,0.39464,0.17689,3.47305,1.86674,0.00263,1.4794,0,1.84535,0.00767,1.92098,0.00506,1.53771,0.00485,2.2388,0.13899,1.71422,0.0112,1.71E+00,3.21E-03
638,1,0,1.70646,0.00237,2.09794,0,1.5084,7.19E-07,2.49905,0.41297,2.57123,0.39485,0.17525,3.48301,1.86655,0.0026,1.4794,0,1.8448,0.00769,1.92055,0.00508,1.53735,0.00486,2.23844,0.13852,1.71391,0.01122,1.71E+00,3.25E-03
639,1,0,1.70627,0.0024,2.09765,0,1.50833,7.26E-07,2.4986,0.41155,2.56791,0.39413,0.17361,3.49296,1.86643,0.00257,1.47933,0,1.84423,0.00772,1.9201,0.0051,1.53705,0.00488,2.23808,0.13804,1.71361,0.01128,1.71E+00,3.29E-03
640,1,0,1.70611,0.00249,2.09736,0,1.5083,7.33E-07,2.49821,0.41015,2.57415,0.39201,0.17197,3.50291,1.86621,0.00253,1.4793,0,1.84371,0.00775,1.91971,0.00511,1.53671,0.0049,2.23773,0.13757,1.71334,0.01139,1.71E+00,3.38E-03
641,1,0,1.7059,0.00253,2.09707,0,1.5082,7.41E-07,2.49774,0.40878,2.56737,0.39036,0.17033,3.51287,1.86608,0.0025,1.4793,0,1.84311,0.00777,1.91924,0.00513,1.53634,0.00492,2.23736,0.13712,1.71305,0.01138,1.71E+00,3.41E-03
642,1,0,1.70572,0.00247,2.09678,0,1.5082,7.48E-07,2.49733,0.40741,2.5705,0.38786,0.16869,3.52282,1.86592,0.00247,1.47926,0,1.84253,0.0078,1.91883,0.00515,1.53598,0.00493,2.23701,0.13666,1.71275,0.01142,1.71E+00,3.36E-03
643,1,0,1.70557,0.00254,2.0965,0,1.5082,7.56E-07,2.49691,0.40608,2.57381,0.38816,0.16705,3.53277,1.86574,0.00243,1.4792,0,1.84198,0.00783,1.91841,0.00517,1.53561,0.00495,2.23666,0.13621,1.71245,0.01143,1.71E+00,3.43E-03
644,1,0,1.70554,0.00257,2.09621,0,1.50811,7.63E-07,2.49645,0.40476,2.57146,0.38489,0.16541,3.54273,1.86561,0.0024,1.4792,0,1.84137,0.00786,1.91795,0.00519,1.53524,0.00497,2.2363,0.13577,1.71214,0.01148,1.71E+00,3.46E-03
645,1,0,1.70538,0.00278,2.09592,0,1.5081,7.71E-07,2.49607,0.40346,2.57172,0.38146,0.16377,3.55268,1.86539,0.00237,1.47919,0,1.84086,0.00789,1.91757,0.00521,1.53487,0.00499,2.23596,0.13534,1.71184,0.01148,1.71E+00,3.65E-03
646,1,0,1.70526,0.00283,2.09564,0,1.5081,7.79E-07,2.49561,0.40217,2.57508,0.37863,0.16213,3.56263,1.86527,0.00234,1.4791,0,1.84028,0.00792,1.91711,0.00523,1.53451,0.005,2.2356,0.13491,1.71155,0.01152,1.71E+00,3.70E-03
647,1,0,1.70508,0.00294,2.09536,0,1.50805,7.87E-07,2.49519,0.4009,2.56887,0.37616,0.16049,3.57259,1.86509,0.00231,1.4791,0,1.83973,0.00794,1.91669,0.00525,1.53414,0.00502,2.23526,0.13448,1.71129,0.01153,1.71E+00,3.80E-03
648,1,0,1.70499,0.00298,2.09507,0,1.508,7.95E-07,2.49477,0.39966,2.5703,0.37797,0.15885,3.58254,1.86492,0.00227,1.4791,0,1.83912,0.00797,1.91627,0.00526,1.53377,0.00504,2.2349,0.13407,1.71104,0.01156,1.71E+00,3.84E-03
649,1,0,1.70486,0.00301,2.09479,0,1.508,8.03E-07,2.4944,0.39842,2.56754,0.36976,0.15721,3.59249,1.8647,0.00224,1.479,0,1.8386,0.008,1.9158,0.00528,1.5334,0.00506,2.23458,0.13365,1.71073,0.01155,1.71E+00,3.86E-03
650,1,0,1.70476,0.00296,2.09451,0,1.50798,8.11E-07,2.49402,0.39721,2.5731,0.37407,0.15557,3.60244,1.86458,0.00221,1.479,0,1.838,0.00803,1.91542,0.0053,1.53314,0.00508,2.23425,0.13325,1.71048,0.01153,1.71E+00,3.82E-03
651,1,0,1.70453,0.00297,2.09423,0,1.5079,8.19E-07,2.49357,0.39601,2.57297,0.37175,0.15393,3.6124,1.86441,0.00218,1.479,0,1.83742,0.00806,1.91497,0.00532,1.53277,0.00509,2.23389,0.13285,1.7102,0.01153,1.71E+00,3.83E-03
652,1,0,1.70439,0.00294,2.09395,0,1.50783,8.27E-07,2.4932,0.39484,2.57399,0.37047,0.1523,3.62235,1.86423,0.00215,1.47893,0,1.83687,0.00809,1.91454,0.00534,1.5324,0.00511,2.23357,0.13246,1.70993,0.01155,1.70E+00,3.80E-03
653,1,0,1.7042,0.00292,2.09367,0,1.5078,8.35E-07,2.49283,0.39368,2.57762,0.37236,0.15066,3.6323,1.86411,0.00212,1.4789,0,1.83626,0.00811,1.91404,0.00536,1.53203,0.00513,2.23324,0.13207,1.70961,0.01159,1.70E+00,3.79E-03
654,1,0,1.70401,0.00287,2.09339,0,1.5078,8.43E-07,2.49247,0.39254,2.57466,0.36961,0.14902,3.64226,1.86389,0.00209,1.4789,0,1.83574,0.00814,1.91366,0.00538,1.53167,0.00515,2.23292,0.13169,1.70935,0.01158,1.70E+00,3.74E-03
655,1,0,1.70375,0.0029,2.09311,0,1.50777,8.52E-07,2.4921,0.39141,2.57377,0.36717,0.14738,3.65221,1.86377,0.00206,1.4789,0,1.83516,0.00817,1.9132,0.0054,1.5313,0.00517,2.23259,0.13131,1.70904,0.01157,1.70E+00,3.77E-03
656,1,0,1.70357,0.00289,2.09284,0,1.5077,8.60E-07,2.49173,0.39031,2.5761,0.36553,0.14574,3.66216,1.86359,0.00203,1.47884,0,1.83462,0.0082,1.91278,0.00542,1.53093,0.00519,2.23227,0.13094,1.70877,0.01155,1.70E+00,3.76E-03
657,1,0,1.70334,0.00288,2.09256,0,1.5077,8.69E-07,2.49136,0.38921,2.57884,0.36586,0.1441,3.67212,1.86342,0.002,1.4788,0,1.834,0.00823,1.91236,0.00544,1.53056,0.0052,2.23195,0.13057,1.70846,0.01152,1.70E+00,3.74E-03
658,1,0,1.70315,0.00271,2.09229,0,1.5076,8.77E-07,2.491,0.38813,2.57779,0.36297,0.14246,3.68207,1.8633,0.00197,1.4788,0,1.83349,0.00826,1.9119,0.00546,1.5302,0.00522,2.23163,0.13021,1.70823,0.0115,1.70E+00,3.59E-03
659,1,0,1.70293,0.00274,2.09201,0,1.5076,8.86E-07,2.49063,0.38707,2.578,0.36392,0.14082,3.69202,1.86315,0.00194,1.4787,0,1.83288,0.00829,1.91143,0.00548,1.52983,0.00524,2.23131,0.12985,1.70787,0.01159,1.70E+00,3.62E-03
660,1,0,1.70266,0.00268,2.09174,0,1.5076,8.94E-07,2.49026,0.38603,2.58274,0.3638,0.13989,3.70151,1.86295,0.00192,1.4787,0,1.83231,0.00832,1.91101,0.0055,1.52946,0.00526,2.23099,0.12951,1.7076,0.01159,1.70E+00,3.57E-03
661,1,0,1.7024,0.00276,2.09147,0,1.50753,9.03E-07,2.48996,0.385,2.58085,0.36087,0.13967,3.71053,1.86283,0.00189,1.4787,0,1.83175,0.00835,1.91052,0.00552,1.52909,0.00528,2.23069,0.12916,1.70733,0.01158,1.70E+00,3.64E-03
662,1,0,1.70216,0.00272,2.0912,0,1.5075,9.12E-07,2.48963,0.38399,2.5781,0.35634,0.13944,3.71956,1.86262,0.00186,1.47861,0,1.83114,0.00838,1.91013,0.00554,1.52882,0.0053,2.23039,0.12882,1.70757,0.0115,1.70E+00,3.60E-03
663,1,0,1.70193,0.00271,2.09092,0,1.5075,9.21E-07,2.48927,0.38299,2.58234,0.35981,0.13922,3.72858,1.86249,0.00184,1.4786,0,1.83063,0.00841,1.90966,0.00556,1.52846,0.00532,2.23007,0.12849,1.70686,0.01155,1.70E+00,3.59E-03
664,1,0,1.7017,0.00267,2.09066,0,1.50746,9.30E-07,2.48899,0.38202,2.58599,0.35894,0.139,3.7376,1.86236,0.00181,1.4786,0,1.83001,0.00844,1.90925,0.00558,1.52809,0.00534,2.22979,0.12816,1.70658,0.01154,1.70E+00,3.56E-03
665,1,0,1.7015,0.00268,2.09039,0,1.5074,9.39E-07,2.48868,0.38105,2.58069,0.35362,0.13878,3.74662,1.86218,0.00178,1.47854,0,1.82946,0.00847,1.90876,0.0056,1.52772,0.00536,2.22949,0.12784,1.70634,0.01156,1.70E+00,3.57E-03
666,1,0,1.70128,0.00272,2.09012,0,1.5074,9.48E-07,2.48835,0.3801,2.58309,0.35232,0.13856,3.75564,1.86202,0.00176,1.4785,0,1.82889,0.00851,1.90835,0.00562,1.52735,0.00538,2.22919,0.12752,1.70614,0.01153,1.70E+00,3.60E-03
667,1,0,1.70105,0.00253,2.08985,0,1.5074,9.56E-07,2.48809,0.37917,2.58408,0.35412,0.13833,3.76467,1.86189,0.00173,1.4785,0,1.82838,0.00854,1.90789,0.00564,1.52699,0.0054,2.22891,0.12721,1.70594,0.01153,1.70E+00,3.43E-03
668,1,0,1.70086,0.00255,2.08958,0,1.5073,9.65E-07,2.48782,0.37825,2.58347,0.35138,0.13811,3.77369,1.86167,0.0017,1.47847,0,1.82776,0.00857,1.90749,0.00566,1.52662,0.00542,2.22863,0.1269,1.70574,0.01147,1.70E+00,3.44E-03
669,1,0,1.70067,0.00252,2.08932,0,1.50725,9.75E-07,2.4875,0.37736,2.58099,0.35065,0.13789,3.78271,1.86155,0.00168,1.4784,0,1.8272,0.0086,1.907,0.00568,1.52625,0.00544,2.22834,0.1266,1.70553,0.01145,1.70E+00,3.41E-03
670,1,0,1.70047,0.00256,2.08905,0,1.5072,9.84E-07,2.48725,0.37647,2.58785,0.35076,0.13767,3.79173,1.86143,0.00165,1.4784,0,1.82663,0.00863,1.90651,0.0057,1.52588,0.00546,2.22806,0.1263,1.70533,0.01148,1.70E+00,3.45E-03
671,1,0,1.70027,0.00258,2.08879,0,1.5072,9.93E-07,2.48701,0.3756,2.58747,0.34694,0.13744,3.80076,1.86121,0.00163,1.4784,0,1.82602,0.00866,1.90611,0.00572,1.52551,0.00548,2.2278,0.12601,1.70512,0.01149,1.70E+00,3.47E-03
672,1,0,1.70002,0.00257,2.08853,0,1.50718,1.00E-06,2.48676,0.37474,2.58874,0.34274,0.13722,3.80978,1.86108,0.0016,1.4783,0,1.82551,0.00869,1.90563,0.00574,1.52514,0.0055,2.22753,0.12572,1.70492,0.01144,1.70E+00,3.46E-03
673,1,0,1.69985,0.00251,2.08826,0,1.5071,1.01E-06,2.48652,0.3739,2.59325,0.34668,0.137,3.8188,1.86096,0.00158,1.4783,0,1.82489,0.00873,1.90518,0.00577,1.52478,0.00552,2.22726,0.12543,1.7047,0.01138,1.70E+00,3.40E-03
674,1,0,1.69974,0.00256,2.088,0,1.5071,1.02E-06,2.48627,0.37308,2.58874,0.34213,0.13678,3.82782,1.86077,0.00155,1.4783,0,1.82434,0.00876,1.90474,0.00579,1.52447,0.00554,2.22699,0.12516,1.70451,0.01134,1.70E+00,3.44E-03
675,1,0,1.69964,0.0026,2.08774,0,1.5071,1.03E-06,2.48611,0.37227,2.58983,0.34279,0.13656,3.83684,1.86061,0.00153,1.4783,0,1.82377,0.00879,1.90425,0.00581,1.52414,0.00556,2.22675,0.12489,1.70433,0.01131,1.70E+00,3.47E-03
